departure_terminal,arrival_terminal,vessel_name,scheduled_departure_year,scheduled_departure_month,scheduled_departure_day,scheduled_departure_hour,scheduled_departure_minute,actual_departure_year,actual_departure_month,actual_departure_day,actual_departure_hour,actual_departure_minute,arrival_year,arrival_month,arrival_day,arrival_hour,arrival_minute
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,26,09,00,2017,02,26,09,03,2017,02,26,10,30
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,26,11,00,2017,02,26,11,02,2017,02,26,12,32
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,02,26,12,00,2017,02,26,12,02,2017,02,26,13,24
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,26,13,00,2017,02,26,13,05,2017,02,26,14,30
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,26,15,00,2017,02,26,15,11,2017,02,26,16,40
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,02,26,16,00,2017,02,26,16,01,2017,02,26,17,28
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,26,17,00,2017,02,26,16,59,2017,02,26,18,28
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,26,19,00,2017,02,26,19,14,2017,02,26,20,44
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,26,21,00,2017,02,26,21,00,2017,02,26,22,28
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,27,07,00,2017,02,27,07,03,2017,02,27,08,32
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,27,09,00,2017,02,27,09,02,2017,02,27,10,32
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,27,11,00,2017,02,27,11,00,2017,02,27,12,32
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,27,13,00,2017,02,27,13,09,2017,02,27,14,36
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,27,15,00,2017,02,27,15,04,2017,02,27,16,28
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,27,17,00,2017,02,27,17,14,2017,02,27,18,36
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,27,19,00,2017,02,27,19,02,2017,02,27,20,36
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,27,21,00,2017,02,27,20,59,2017,02,27,22,30
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,27,07,00,2017,02,27,07,05,2017,02,27,08,32
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,27,09,00,2017,02,27,09,05,2017,02,27,10,30
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,27,11,00,2017,02,27,11,07,2017,02,27,12,34
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,27,13,00,2017,02,27,13,08,2017,02,27,14,30
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,27,15,00,2017,02,27,15,12,2017,02,27,16,36
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,27,17,00,2017,02,27,17,02,2017,02,27,18,30
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,27,19,00,2017,02,27,19,06,2017,02,27,20,32
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,27,21,00,2017,02,27,21,02,2017,02,27,22,28
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,28,07,00,2017,02,28,07,04,2017,02,28,08,32
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,28,09,00,2017,02,28,09,06,2017,02,28,10,31
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,28,11,00,2017,02,28,11,01,2017,02,28,12,35
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,28,13,00,2017,02,28,13,02,2017,02,28,14,32
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,28,15,00,2017,02,28,15,01,2017,02,28,16,32
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,28,17,00,2017,02,28,17,01,2017,02,28,18,34
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,28,19,00,2017,02,28,19,03,2017,02,28,20,34
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,28,21,00,2017,02,28,21,00,2017,02,28,22,30
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,28,07,00,2017,02,28,07,04,2017,02,28,08,32
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,28,09,00,2017,02,28,09,01,2017,02,28,10,31
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,28,11,00,2017,02,28,11,01,2017,02,28,12,35
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,28,13,00,2017,02,28,13,02,2017,02,28,14,26
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,28,15,00,2017,02,28,15,07,2017,02,28,16,28
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,28,17,00,2017,02,28,17,06,2017,02,28,18,28
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,28,19,00,2017,02,28,19,04,2017,02,28,20,32
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,28,21,00,2017,02,28,21,00,2017,02,28,22,26
