departure_terminal,arrival_terminal,vessel_name,scheduled_departure_year,scheduled_departure_month,scheduled_departure_day,scheduled_departure_hour,scheduled_departure_minute,actual_departure_year,actual_departure_month,actual_departure_day,actual_departure_hour,actual_departure_minute,arrival_year,arrival_month,arrival_day,arrival_hour,arrival_minute
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,02,13,15,00,2017,02,13,15,00,2017,02,13,16,32
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,13,17,00,2017,02,13,17,04,2017,02,13,18,28
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,13,18,00,2017,02,13,18,05,2017,02,13,19,30
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,02,13,19,00,2017,02,13,18,58,2017,02,13,20,32
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,13,21,00,2017,02,13,21,00,2017,02,13,22,26
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,13,07,00,2017,02,13,07,01,2017,02,13,08,42
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,02,13,09,00,2017,02,13,09,01,2017,02,13,10,34
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,13,11,00,2017,02,13,11,04,2017,02,13,12,34
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,13,12,00,2017,02,13,12,04,2017,02,13,13,32
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,02,13,13,00,2017,02,13,13,03,2017,02,13,14,30
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,13,15,00,2017,02,13,15,05,2017,02,13,16,30
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,13,16,00,2017,02,13,16,01,2017,02,13,17,28
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,02,13,17,00,2017,02,13,17,03,2017,02,13,18,28
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,13,19,00,2017,02,13,19,02,2017,02,13,20,30
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,02,13,21,00,2017,02,13,20,59,2017,02,13,22,26
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,14,07,00,2017,02,14,07,04,2017,02,14,08,34
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,14,09,00,2017,02,14,09,01,2017,02,14,10,30
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,14,11,00,2017,02,14,11,03,2017,02,14,12,26
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,14,13,00,2017,02,14,13,02,2017,02,14,14,30
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,14,15,00,2017,02,14,15,00,2017,02,14,16,28
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,14,17,00,2017,02,14,17,05,2017,02,14,18,30
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,14,19,00,2017,02,14,19,02,2017,02,14,20,34
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,14,21,00,2017,02,14,21,01,2017,02,14,22,28
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,14,07,00,2017,02,14,07,05,2017,02,14,08,30
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,14,09,00,2017,02,14,09,09,2017,02,14,10,32
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,14,11,00,2017,02,14,11,04,2017,02,14,12,32
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,14,13,00,2017,02,14,13,01,2017,02,14,14,24
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,14,15,00,2017,02,14,15,08,2017,02,14,16,32
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,14,17,00,2017,02,14,17,02,2017,02,14,18,32
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,14,19,00,2017,02,14,19,03,2017,02,14,20,32
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,14,21,00,2017,02,14,21,01,2017,02,14,22,28
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,15,07,00,2017,02,15,07,01,2017,02,15,08,32
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,15,09,00,2017,02,15,09,02,2017,02,15,10,30
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,15,11,00,2017,02,15,11,00,2017,02,15,12,30
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,15,13,00,2017,02,15,13,01,2017,02,15,14,30
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,15,15,00,2017,02,15,15,02,2017,02,15,16,28
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,15,17,00,2017,02,15,17,01,2017,02,15,18,30
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,15,19,00,2017,02,15,19,06,2017,02,15,20,34
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,15,21,00,2017,02,15,21,01,2017,02,15,22,28
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,15,07,00,2017,02,15,07,06,2017,02,15,08,30
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,15,09,00,2017,02,15,09,05,2017,02,15,10,30
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,15,11,00,2017,02,15,11,03,2017,02,15,12,30
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,15,13,00,2017,02,15,13,03,2017,02,15,14,28
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,15,15,00,2017,02,15,15,00,2017,02,15,16,30
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,15,17,00,2017,02,15,17,03,2017,02,15,18,34
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,15,19,00,2017,02,15,19,03,2017,02,15,20,34
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,15,21,00,2017,02,15,21,01,2017,02,15,22,26
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,16,07,00,2017,02,16,07,04,2017,02,16,08,32
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,16,09,00,2017,02,16,09,02,2017,02,16,10,30
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,16,11,00,2017,02,16,11,05,2017,02,16,12,34
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,16,13,00,2017,02,16,13,04,2017,02,16,14,30
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,16,15,00,2017,02,16,15,03,2017,02,16,16,32
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,16,17,00,2017,02,16,17,38,2017,02,16,19,08
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,16,19,00,2017,02,16,19,03,2017,02,16,20,28
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,16,21,00,2017,02,16,21,34,2017,02,16,23,18
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,16,07,00,2017,02,16,07,02,2017,02,16,08,28
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,16,09,00,2017,02,16,09,04,2017,02,16,10,30
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,16,11,00,2017,02,16,11,04,2017,02,16,12,34
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,16,13,00,2017,02,16,13,06,2017,02,16,14,28
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,16,15,00,2017,02,16,15,09,2017,02,16,16,30
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,16,17,00,2017,02,16,17,07,2017,02,16,18,28
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,16,19,00,2017,02,16,19,43,2017,02,16,21,04
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,16,21,00,2017,02,16,21,00,2017,02,16,22,28
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,17,07,00,2017,02,17,07,00,2017,02,17,08,28
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,17,09,00,2017,02,17,09,00,2017,02,17,10,32
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,02,17,10,00,2017,02,17,10,00,2017,02,17,11,22
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,17,11,00,2017,02,17,11,01,2017,02,17,12,34
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,17,13,00,2017,02,17,13,04,2017,02,17,14,30
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,02,17,14,00,2017,02,17,13,59,2017,02,17,15,22
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,17,15,00,2017,02,17,15,01,2017,02,17,16,28
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,17,17,00,2017,02,17,17,04,2017,02,17,18,30
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,02,17,18,00,2017,02,17,18,00,2017,02,17,19,26
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,17,19,00,2017,02,17,19,01,2017,02,17,20,30
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,17,21,00,2017,02,17,21,00,2017,02,17,22,26
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,17,07,00,2017,02,17,07,03,2017,02,17,08,30
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,17,09,00,2017,02,17,09,03,2017,02,17,10,32
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,17,11,00,2017,02,17,11,03,2017,02,17,12,34
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,02,17,12,00,2017,02,17,11,59,2017,02,17,13,26
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,17,13,00,2017,02,17,13,04,2017,02,17,14,28
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,17,15,00,2017,02,17,15,04,2017,02,17,16,32
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,02,17,16,00,2017,02,17,16,00,2017,02,17,17,24
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,17,17,00,2017,02,17,17,02,2017,02,17,18,28
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,17,19,00,2017,02,17,19,02,2017,02,17,20,30
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,17,21,00,2017,02,17,21,00,2017,02,17,22,20
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,18,07,00,2017,02,18,07,01,2017,02,18,08,34
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,18,09,00,2017,02,18,09,03,2017,02,18,10,38
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,18,11,00,2017,02,18,11,08,2017,02,18,12,42
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,18,13,00,2017,02,18,13,11,2017,02,18,14,50
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,18,15,00,2017,02,18,15,07,2017,02,18,16,26
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,18,17,00,2017,02,18,17,08,2017,02,18,18,38
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,18,19,00,2017,02,18,19,02,2017,02,18,20,34
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,18,21,00,2017,02,18,21,00,2017,02,18,22,34
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,18,07,00,2017,02,18,07,01,2017,02,18,08,34
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,18,09,00,2017,02,18,09,09,2017,02,18,10,38
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,18,11,00,2017,02,18,11,07,2017,02,18,12,42
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,18,13,00,2017,02,18,13,08,2017,02,18,14,50
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,18,15,00,2017,02,18,15,03,2017,02,18,16,38
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,18,17,00,2017,02,18,17,01,2017,02,18,18,30
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,18,19,00,2017,02,18,19,02,2017,02,18,20,34
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,18,21,00,2017,02,18,21,02,2017,02,18,22,26
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,19,07,00,2017,02,19,07,01,2017,02,19,08,34
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,19,09,00,2017,02,19,09,03,2017,02,19,10,34
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,02,19,10,00,2017,02,19,10,05,2017,02,19,11,32
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,19,11,00,2017,02,19,11,00,2017,02,19,12,32
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,19,13,00,2017,02,19,13,03,2017,02,19,14,32
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,02,19,14,00,2017,02,19,14,00,2017,02,19,15,28
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,19,15,00,2017,02,19,15,03,2017,02,19,16,30
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,19,17,00,2017,02,19,17,06,2017,02,19,18,34
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,02,19,18,00,2017,02,19,18,00,2017,02,19,19,32
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,19,19,00,2017,02,19,19,05,2017,02,19,20,36
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,19,21,00,2017,02,19,21,14,2017,02,19,22,46
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,19,07,00,2017,02,19,07,01,2017,02,19,08,34
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,19,09,00,2017,02,19,09,01,2017,02,19,10,32
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,19,11,00,2017,02,19,11,07,2017,02,19,12,32
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,02,19,12,00,2017,02,19,12,01,2017,02,19,13,28
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,19,13,00,2017,02,19,13,02,2017,02,19,14,28
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,19,15,00,2017,02,19,15,07,2017,02,19,16,32
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,02,19,16,00,2017,02,19,16,04,2017,02,19,17,30
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,19,17,00,2017,02,19,17,05,2017,02,19,18,32
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,19,19,00,2017,02,19,19,11,2017,02,19,20,34
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,02,19,19,45,2017,02,19,20,05,2017,02,19,21,26
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,19,21,00,2017,02,19,21,03,2017,02,19,22,24
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,20,07,00,2017,02,20,07,07,2017,02,20,08,30
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,20,09,00,2017,02,20,09,07,2017,02,20,10,30
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,20,11,00,2017,02,20,10,59,2017,02,20,12,28
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,20,13,00,2017,02,20,13,02,2017,02,20,14,28
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,20,15,00,2017,02,20,15,08,2017,02,20,16,30
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,20,17,00,2017,02,20,17,03,2017,02,20,18,32
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,20,19,00,2017,02,20,19,01,2017,02,20,20,34
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,20,21,00,2017,02,20,20,59,2017,02,20,22,28
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,20,07,00,2017,02,20,07,03,2017,02,20,08,32
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,20,09,00,2017,02,20,09,07,2017,02,20,10,28
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,20,11,00,2017,02,20,11,04,2017,02,20,12,30
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,20,13,00,2017,02,20,13,03,2017,02,20,14,30
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,20,15,00,2017,02,20,15,06,2017,02,20,16,32
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,20,17,00,2017,02,20,17,04,2017,02,20,18,30
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,20,19,00,2017,02,20,19,04,2017,02,20,20,30
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,20,21,00,2017,02,20,21,01,2017,02,20,22,26
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,21,07,00,2017,02,21,07,08,2017,02,21,08,28
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,21,09,00,2017,02,21,09,06,2017,02,21,10,30
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,21,11,00,2017,02,21,11,02,2017,02,21,12,30
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,21,13,00,2017,02,21,13,04,2017,02,21,14,26
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,21,15,00,2017,02,21,15,02,2017,02,21,16,28
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,21,17,00,2017,02,21,17,06,2017,02,21,18,30
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,21,19,00,2017,02,21,19,02,2017,02,21,20,32
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,21,21,00,2017,02,21,21,01,2017,02,21,22,30
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,21,07,00,2017,02,21,07,02,2017,02,21,08,32
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,21,09,00,2017,02,21,09,01,2017,02,21,10,28
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,21,11,00,2017,02,21,11,01,2017,02,21,12,32
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,21,13,00,2017,02,21,13,02,2017,02,21,14,28
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,21,15,00,2017,02,21,15,03,2017,02,21,16,32
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,21,17,00,2017,02,21,17,05,2017,02,21,18,32
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,21,19,00,2017,02,21,19,03,2017,02,21,20,34
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,21,21,00,2017,02,21,21,01,2017,02,21,22,24
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,22,07,00,2017,02,22,07,02,2017,02,22,08,30
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,22,09,00,2017,02,22,09,04,2017,02,22,10,30
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,22,11,00,2017,02,22,11,03,2017,02,22,12,30
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,22,13,00,2017,02,22,13,00,2017,02,22,14,30
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,22,15,00,2017,02,22,15,01,2017,02,22,16,28
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,22,17,00,2017,02,22,17,02,2017,02,22,18,28
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,22,19,00,2017,02,22,19,01,2017,02,22,20,40
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,22,21,00,2017,02,22,21,01,2017,02,22,22,28
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,22,07,00,2017,02,22,07,00,2017,02,22,08,32
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,22,09,00,2017,02,22,09,01,2017,02,22,10,30
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,22,11,00,2017,02,22,11,01,2017,02,22,12,30
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,22,13,00,2017,02,22,13,01,2017,02,22,14,28
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,22,15,00,2017,02,22,15,04,2017,02,22,16,30
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,22,17,00,2017,02,22,17,01,2017,02,22,18,28
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,22,19,00,2017,02,22,19,01,2017,02,22,20,32
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,22,21,00,2017,02,22,21,04,2017,02,22,22,24
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,23,07,00,2017,02,23,07,03,2017,02,23,08,32
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,23,09,00,2017,02,23,09,06,2017,02,23,10,30
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,23,11,00,2017,02,23,11,02,2017,02,23,12,30
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,23,13,00,2017,02,23,13,02,2017,02,23,14,30
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,23,15,00,2017,02,23,15,09,2017,02,23,16,32
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,23,17,00,2017,02,23,17,05,2017,02,23,18,34
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,23,19,00,2017,02,23,19,04,2017,02,23,20,28
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,23,21,00,2017,02,23,21,05,2017,02,23,22,30
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,23,07,00,2017,02,23,07,01,2017,02,23,08,32
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,23,09,00,2017,02,23,09,03,2017,02,23,10,32
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,23,11,00,2017,02,23,11,02,2017,02,23,12,32
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,23,13,00,2017,02,23,13,05,2017,02,23,14,30
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,23,15,00,2017,02,23,15,07,2017,02,23,16,34
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,23,17,00,2017,02,23,17,09,2017,02,23,18,32
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,23,19,00,2017,02,23,19,12,2017,02,23,20,38
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,23,21,00,2017,02,23,21,01,2017,02,23,22,24
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,24,07,00,2017,02,24,07,06,2017,02,24,08,30
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,24,09,00,2017,02,24,09,02,2017,02,24,10,34
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,02,24,10,00,2017,02,24,10,01,2017,02,24,11,26
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,24,11,00,2017,02,24,11,01,2017,02,24,12,30
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,24,13,00,2017,02,24,13,00,2017,02,24,14,32
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,02,24,14,00,2017,02,24,13,59,2017,02,24,15,24
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,24,15,00,2017,02,24,15,03,2017,02,24,16,26
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,24,17,00,2017,02,24,17,05,2017,02,24,18,28
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,02,24,18,00,2017,02,24,18,11,2017,02,24,19,32
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,24,19,00,2017,02,24,19,03,2017,02,24,20,30
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,24,21,00,2017,02,24,21,04,2017,02,24,22,28
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,24,07,00,2017,02,24,07,03,2017,02,24,08,28
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,24,09,00,2017,02,24,09,09,2017,02,24,10,32
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,24,11,00,2017,02,24,11,05,2017,02,24,12,26
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,02,24,12,00,2017,02,24,12,00,2017,02,24,13,24
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,24,13,00,2017,02,24,13,06,2017,02,24,14,28
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,24,15,00,2017,02,24,15,10,2017,02,24,16,34
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,02,24,16,00,2017,02,24,16,04,2017,02,24,17,22
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,24,17,00,2017,02,24,17,00,2017,02,24,18,28
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,24,19,00,2017,02,24,19,12,2017,02,24,20,38
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,02,24,20,00,2017,02,24,20,01,2017,02,24,21,26
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,24,21,00,2017,02,24,21,04,2017,02,24,22,28
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,25,07,00,2017,02,25,07,01,2017,02,25,08,30
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,25,09,00,2017,02,25,09,04,2017,02,25,10,30
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,25,11,00,2017,02,25,11,00,2017,02,25,12,32
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,25,13,00,2017,02,25,13,05,2017,02,25,14,32
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,25,15,00,2017,02,25,15,04,2017,02,25,16,30
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,25,17,00,2017,02,25,17,04,2017,02,25,18,32
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,25,19,00,2017,02,25,19,01,2017,02,25,20,32
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,25,21,00,2017,02,25,20,59,2017,02,25,22,28
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,25,07,00,2017,02,25,07,04,2017,02,25,08,32
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,25,09,00,2017,02,25,09,02,2017,02,25,10,26
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,25,11,00,2017,02,25,11,07,2017,02,25,12,32
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,25,13,00,2017,02,25,13,09,2017,02,25,14,26
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,25,15,00,2017,02,25,15,05,2017,02,25,16,30
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,25,17,00,2017,02,25,17,03,2017,02,25,18,30
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,25,19,00,2017,02,25,18,59,2017,02,25,20,30
Swartz Bay,Tsawwassen,Coastal Renaissance,2017,02,25,21,00,2017,02,25,21,02,2017,02,25,22,24
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,26,07,00,2017,02,26,06,58,2017,02,26,08,32
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,26,09,00,2017,02,26,09,01,2017,02,26,10,32
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,02,26,10,00,2017,02,26,10,02,2017,02,26,11,32
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,26,11,00,2017,02,26,11,03,2017,02,26,12,30
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,26,13,00,2017,02,26,13,03,2017,02,26,14,30
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,02,26,14,00,2017,02,26,13,57,2017,02,26,15,24
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,26,15,00,2017,02,26,15,03,2017,02,26,16,24
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,26,17,00,2017,02,26,17,16,2017,02,26,18,40
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,02,26,18,00,2017,02,26,18,07,2017,02,26,19,30
Tsawwassen,Swartz Bay,Coastal Renaissance,2017,02,26,19,00,2017,02,26,19,02,2017,02,26,20,32
Tsawwassen,Swartz Bay,Coastal Celebration,2017,02,26,21,00,2017,02,26,21,12,2017,02,26,22,38
Swartz Bay,Tsawwassen,Coastal Celebration,2017,02,26,07,00,2017,02,26,07,02,2017,02,26,08,34
